"id","longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","median_house_value","ocean_proximity"
14301,-117.14,32.71,32,719,251,894,208,1.8456,103100,"NEAR OCEAN"
13168,-121.37,36.83,14,3658,612,1951,600,4.76,216000,"INLAND"
88,-122.27,37.81,10,875,348,546,330,0.76,162500,"NEAR BAY"
7460,-118.18,33.92,29,749,185,708,196,2.4583,136900,"<1H OCEAN"
1136,-121.64,39.74,20,1808,334,763,335,2.3711,121800,"INLAND"
8153,-118.1,33.81,36,856,146,451,164,5.1993,246000,"<1H OCEAN"
4995,-118.29,33.99,46,2608,636,1766,596,1.5846,114800,"<1H OCEAN"
5627,-118.28,33.78,37,1212,304,1076,293,3.2115,160100,"<1H OCEAN"
5560,-118.45,33.96,36,2723,547,1090,519,6.3267,500001,"<1H OCEAN"
18676,-121.88,36.96,18,6355,1100,2304,972,6.0281,321100,"NEAR OCEAN"
3152,-118.61,34.99,11,4031,766,1539,564,3.8917,120800,"INLAND"
12216,-117.12,33.52,4,30401,4957,13251,4339,4.5841,212300,"<1H OCEAN"
10245,-117.86,33.9,17,1452,188,630,194,6.9113,285200,"<1H OCEAN"
17234,-119.69,34.43,37,2801,497,1150,476,5.8311,387700,"<1H OCEAN"
6208,-117.9,34.06,33,1701,290,831,275,5.4469,274700,"<1H OCEAN"
3268,-122.9,39.09,15,2483,544,835,380,1.9141,143200,"INLAND"
11733,-120.69,39.12,19,1048,262,493,184,2.2917,118200,"INLAND"
649,-122.13,37.72,25,1134,153,340,171,6.5095,371200,"NEAR BAY"
7480,-118.22,33.93,39,1921,483,2286,470,3.0167,130000,"<1H OCEAN"
2612,-123.88,40.93,28,1272,259,519,220,3.2891,106300,"<1H OCEAN"
15846,-122.43,37.75,52,2155,468,962,490,3.775,325900,"NEAR BAY"
19302,-122.82,38.39,22,1288,243,593,220,3.625,233700,"<1H OCEAN"
14076,-117.12,32.76,28,1605,501,936,460,2.5991,147500,"NEAR OCEAN"
18093,-122.08,37.31,17,2560,396,959,400,7.8528,368900,"<1H OCEAN"
17421,-120.46,34.64,16,686,217,614,200,0.8106,83300,"NEAR OCEAN"
8801,-118.38,33.77,21,11353,1537,4649,1504,9.821,500001,"NEAR OCEAN"
11727,-120.02,39.24,24,1602,426,751,257,1.7609,99300,"INLAND"
6705,-118.13,34.14,29,3559,1034,1658,965,3.2643,163900,"<1H OCEAN"
15917,-122.42,37.74,52,1651,351,973,366,3.4583,240900,"NEAR BAY"
15712,-122.44,37.79,52,2083,491,1224,483,4.0882,468800,"NEAR BAY"
108,-122.25,37.81,52,1758,460,686,422,3.1691,259400,"NEAR BAY"
996,-121.75,37.71,11,12070,2220,5826,2125,4.8624,192400,"INLAND"
16472,-121.25,38.13,25,1305,270,789,235,3.2993,91100,"INLAND"
7798,-118.07,33.9,45,1776,353,1180,337,4.6406,169200,"<1H OCEAN"
19922,-119.34,36.32,14,1204,227,633,247,3.925,83800,"INLAND"
17076,-122.21,37.48,37,1326,335,1771,335,3.0147,218100,"NEAR BAY"
12100,-117.32,33.96,19,3216,666,1363,629,3.7585,144500,"INLAND"
13492,-117.4,34.06,17,5451,1008,3533,940,3.9191,101600,"INLAND"
3497,-118.48,34.27,34,1231,222,702,222,4.9323,223700,"<1H OCEAN"
3194,-119.72,36.32,40,1185,221,676,256,2.2721,52600,"INLAND"
5151,-118.27,33.96,34,1040,276,1083,255,1.6467,90900,"<1H OCEAN"
9504,-123.39,38.99,28,1416,294,812,258,3.4063,109400,"<1H OCEAN"
3959,-118.59,34.2,21,1789,NA,2300,677,2.754,179800,"<1H OCEAN"
13673,-117.24,34.04,17,3362,507,1520,496,6.1986,214500,"INLAND"
17677,-121.84,37.32,14,5762,1538,3979,1389,3.6953,192600,"<1H OCEAN"
8652,-118.39,33.86,24,2386,582,1152,568,4.8971,400700,"<1H OCEAN"
6961,-118.05,33.99,42,2480,401,1085,438,5.193,263400,"<1H OCEAN"
18345,-122.15,37.42,44,3558,839,1779,832,3.9243,404800,"NEAR BAY"
2922,-119.02,35.36,48,1833,396,947,363,2.2827,70000,"INLAND"
6075,-117.86,34.08,31,2524,349,1003,343,7.5196,380900,"<1H OCEAN"
15521,-117.07,33.13,17,6817,1632,4526,1474,2.6152,135300,"<1H OCEAN"
20418,-118.86,34.19,29,1326,185,586,187,6.5474,422900,"<1H OCEAN"
4697,-118.37,34.07,39,2309,526,870,546,3.1677,453400,"<1H OCEAN"
15811,-122.43,37.76,52,2242,459,751,464,4.75,500001,"NEAR BAY"
92,-122.28,37.8,52,215,87,904,88,0.8668,137500,"NEAR BAY"
11719,-120.1,39.2,20,1703,294,409,174,3.087,196900,"INLAND"
1526,-122.07,37.89,28,3410,746,1428,670,4.3864,266800,"NEAR BAY"
1718,-122.32,38,32,2275,397,1233,418,4.0437,162800,"NEAR BAY"
9141,-118.27,34.46,10,2184,405,1119,370,4.7437,294000,"INLAND"
15213,-117.09,32.98,23,1125,273,687,308,2.3182,268800,"<1H OCEAN"
1836,-122.3,37.9,37,2125,489,912,462,2.9219,217200,"NEAR BAY"
17304,-119.53,34.38,22,2323,727,1301,478,2.7864,3e+05,"NEAR OCEAN"
19346,-122.82,38.64,29,2176,385,1117,374,3.8681,188600,"<1H OCEAN"
3926,-118.56,34.18,36,1366,224,719,270,4.8264,251000,"<1H OCEAN"
10984,-117.82,33.75,30,2910,535,1270,489,4.6161,236500,"<1H OCEAN"
4532,-118.21,34.04,43,1502,477,1844,477,1.9405,152500,"<1H OCEAN"
7499,-118.25,33.92,46,723,154,411,165,2.0893,96500,"<1H OCEAN"
15386,-116.95,33.31,16,2921,639,1838,540,2.2393,117000,"<1H OCEAN"
18324,-122.13,37.44,43,3004,440,1088,427,9.1508,500001,"NEAR BAY"
12750,-121.37,38.62,27,1743,380,697,368,1.6678,166100,"INLAND"
3707,-118.39,34.19,23,1875,710,2555,657,2.0968,162500,"<1H OCEAN"
16961,-122.3,37.53,43,1748,366,984,371,4.5116,337800,"NEAR OCEAN"
19119,-122.65,38.23,52,1923,393,910,345,3.45,200600,"<1H OCEAN"
14982,-116.99,32.72,15,825,130,334,131,4.0391,169500,"<1H OCEAN"
5966,-117.81,34.12,23,7063,1176,3100,1112,4.8229,192600,"INLAND"
9679,-118.99,37.65,20,2474,625,338,141,5.01,195500,"INLAND"
20186,-119.16,34.27,24,1824,331,1049,320,5.9181,221100,"NEAR OCEAN"
688,-122.13,37.69,34,1131,278,560,237,2.875,161700,"NEAR BAY"
1936,-120.99,38.67,8,4913,744,2005,723,5.4413,187900,"INLAND"
14347,-117.19,32.75,33,1115,316,583,269,2.5882,258300,"NEAR OCEAN"
6925,-118.07,34.01,38,2245,444,1540,419,3.7986,171000,"<1H OCEAN"
7325,-118.18,33.98,30,1735,573,2237,545,2.3444,156100,"<1H OCEAN"
11553,-117.99,33.75,30,1859,462,1314,418,3.0909,184400,"<1H OCEAN"
12117,-117.23,33.96,5,9179,1361,4573,1294,5.253,163300,"INLAND"
637,-122.16,37.72,10,2229,601,877,485,3.3431,137500,"NEAR BAY"
2534,-122.04,39.72,23,2502,481,1443,455,2.5625,70000,"INLAND"
8045,-118.16,33.84,36,2220,367,1002,351,5.0719,219500,"<1H OCEAN"
13987,-117.06,34.87,14,3348,619,1756,557,3.5987,91400,"INLAND"
15816,-122.42,37.76,52,2088,487,1082,488,2.6803,490000,"NEAR BAY"
2957,-119.02,35.34,38,1463,294,692,295,2.3125,65800,"INLAND"
8924,-118.49,34.01,28,651,252,333,174,1.9722,500001,"<1H OCEAN"
17469,-119.84,34.45,26,4424,616,1839,601,6.3654,331200,"NEAR OCEAN"
12287,-116.95,33.86,1,6,2,8,2,1.625,55000,"INLAND"
1646,-121.89,37.82,4,11444,1355,3898,1257,13.2949,500001,"INLAND"
5837,-118.34,34.2,41,2860,682,1516,621,3.0431,262900,"<1H OCEAN"
925,-121.92,37.49,10,7441,1588,3571,1466,5.1643,193100,"<1H OCEAN"
19824,-119.35,36.52,39,3027,608,2199,592,2.6445,62000,"INLAND"
950,-121.93,37.72,26,3816,637,1935,642,4.4697,221300,"<1H OCEAN"
1329,-121.87,38.02,31,3644,746,2229,678,3.1389,117800,"INLAND"
18244,-122.09,37.4,24,3983,1126,2645,1072,3.6742,275000,"NEAR BAY"
1396,-122.07,37.98,12,6915,1639,2940,1468,4.0154,186100,"NEAR BAY"
3553,-118.61,34.23,26,3727,572,1724,530,6.1419,327300,"<1H OCEAN"
16875,-122.41,37.59,34,3931,622,1717,621,6.2946,450000,"NEAR OCEAN"
5176,-118.27,33.95,34,1261,315,1027,303,2.2946,88800,"<1H OCEAN"
16287,-121.29,37.92,12,1096,240,1175,278,3.1053,73100,"INLAND"
8018,-118.1,33.84,36,1557,270,697,251,4.5417,219600,"<1H OCEAN"
5940,-117.9,34.14,35,2259,505,1561,509,3.3043,155500,"<1H OCEAN"
969,-121.88,37.67,25,2244,301,937,324,6.4524,296900,"INLAND"
318,-122.2,37.76,37,2680,736,1925,667,1.4097,84600,"NEAR BAY"
3831,-118.46,34.19,35,1491,295,779,309,6.1142,256300,"<1H OCEAN"
18529,-122.04,36.96,44,1294,269,645,259,3.2437,223900,"NEAR OCEAN"
6526,-118.04,34.06,39,1258,245,988,228,3.2132,176100,"<1H OCEAN"
1572,-122.01,37.83,30,3917,549,1330,544,6.5617,386600,"NEAR BAY"
4111,-118.38,34.14,40,1965,354,666,357,6.0876,483800,"<1H OCEAN"
9078,-118.14,34.69,34,1439,327,708,298,3.2699,1e+05,"INLAND"
2483,-120.37,36.16,36,613,124,310,124,3.0658,65000,"INLAND"
3832,-118.43,34.2,29,3051,694,1942,679,3.1118,238100,"<1H OCEAN"
5279,-118.47,34.06,45,1271,190,419,171,7.6447,500001,"<1H OCEAN"
12329,-116.53,33.95,18,2990,648,1280,532,2.625,68200,"INLAND"
17214,-119.72,34.44,50,3265,509,1256,443,6.3997,500001,"<1H OCEAN"
4508,-118.19,34.05,43,977,266,1084,259,2.7708,127900,"<1H OCEAN"
4,-122.25,37.85,52,1274,235,558,219,5.6431,341300,"NEAR BAY"
7090,-118,33.94,37,903,158,444,158,3.75,174400,"<1H OCEAN"
8410,-118.35,33.93,34,617,189,810,180,1.9766,162500,"<1H OCEAN"
11676,-117.99,33.85,34,1948,306,957,304,4.9777,212600,"<1H OCEAN"
18069,-122.02,37.29,18,2550,312,999,320,8.7939,500001,"<1H OCEAN"
8580,-118.41,33.89,38,4166,828,1600,770,6.3861,500001,"<1H OCEAN"
18976,-122.04,38.24,30,2081,456,1005,438,1.9954,92900,"INLAND"
15451,-117.32,33.17,18,2143,299,828,283,4.2383,239000,"NEAR OCEAN"
15776,-122.45,37.77,52,3095,682,1269,639,3.575,500001,"NEAR BAY"
1312,-121.84,37.99,15,2380,385,1292,388,4.6029,142600,"INLAND"
7483,-118.23,33.93,30,1147,260,1219,210,2.0658,93200,"<1H OCEAN"
10114,-117.95,33.94,31,2237,431,1135,434,4.45,267900,"<1H OCEAN"
15305,-117.37,33.18,19,1931,509,855,394,2.6979,266700,"NEAR OCEAN"
11602,-118.08,33.78,30,2879,403,1109,414,6.9324,364700,"<1H OCEAN"
938,-122.03,37.54,35,1867,343,1213,338,4.8214,186000,"NEAR BAY"
10959,-117.9,33.76,26,2678,702,3262,685,3.6953,176800,"<1H OCEAN"
7041,-118.09,33.94,36,2762,472,1576,493,4.0846,183400,"<1H OCEAN"
4845,-118.31,34.03,46,2173,510,1343,476,2.025,135500,"<1H OCEAN"
14177,-117.07,32.72,18,1758,286,987,277,4.6875,141800,"NEAR OCEAN"
13880,-117.38,34.44,4,5083,867,2541,856,4.2414,121400,"INLAND"
8498,-118.31,33.9,38,1400,399,1131,405,3.5417,198400,"<1H OCEAN"
12880,-121.38,38.65,34,825,173,355,130,3.1858,109500,"INLAND"
20567,-121.84,38.65,29,3167,548,1554,534,4.3487,200700,"INLAND"
7673,-118.08,33.93,33,2263,511,1626,457,3.5556,172800,"<1H OCEAN"
9086,-118.17,34.67,5,8352,1555,3723,1389,4.5659,140300,"INLAND"
19307,-122.77,38.33,32,2054,324,843,306,4.5875,290700,"<1H OCEAN"
16650,-120.64,35.26,21,3298,716,1862,687,2.1507,221500,"NEAR OCEAN"
8503,-118.3,33.87,27,3144,722,1510,680,3.1597,214700,"<1H OCEAN"
7144,-118.13,34.02,40,2988,690,2144,667,2.3359,189300,"<1H OCEAN"
1028,-120.55,38.46,16,1443,249,435,181,3.2031,129200,"INLAND"
15317,-117.36,33.2,19,1926,557,1190,483,1.3269,166100,"NEAR OCEAN"
1577,-121.99,37.81,17,465,83,146,75,4.9018,188500,"<1H OCEAN"
9739,-121.75,36.77,25,1851,418,1678,390,3.2937,135300,"<1H OCEAN"
1990,-119.79,36.73,52,112,28,193,40,1.975,47500,"INLAND"
20154,-119.23,34.46,34,9280,1765,4514,1693,3.2026,227600,"<1H OCEAN"
5810,-118.27,34.15,7,2837,776,2287,736,3.008,229000,"<1H OCEAN"
4921,-118.25,34,36,1176,309,1267,292,1.6382,105000,"<1H OCEAN"
18618,-122.04,37.04,17,4977,994,1987,947,3.8854,312300,"NEAR OCEAN"
1543,-121.94,37.73,22,1980,291,861,290,6.2726,258200,"<1H OCEAN"
17935,-121.95,37.35,48,1246,294,697,284,3.6118,235500,"<1H OCEAN"
9796,-121.84,36.52,18,3165,533,1312,434,6.5234,357400,"NEAR OCEAN"
13503,-117.35,34.16,36,1717,348,1054,279,2.4444,73400,"INLAND"
15576,-116.84,33.01,5,5673,855,2592,797,5.4155,199200,"<1H OCEAN"
18970,-122.02,38.26,20,3899,763,2198,779,3.2061,120400,"INLAND"
824,-122.05,37.61,16,1642,346,705,351,2.8971,163900,"NEAR BAY"
1393,-122.1,37.96,20,3796,650,1679,611,4.3571,228200,"NEAR BAY"
15425,-117.27,33.2,34,1852,322,978,332,4.3542,156900,"<1H OCEAN"
4080,-118.36,34.15,34,3659,921,1338,835,3.6202,366100,"<1H OCEAN"
6765,-118.14,34.09,20,3447,1007,2622,934,2.918,208700,"<1H OCEAN"
11703,-117.97,33.89,15,3801,542,1992,526,9.0683,367400,"<1H OCEAN"
4687,-118.35,34.07,45,7803,2154,3359,2041,3.3594,287500,"<1H OCEAN"
7285,-118.24,33.98,37,1196,364,1622,327,2.125,108900,"<1H OCEAN"
7830,-118.15,33.91,35,1590,350,1299,335,4.0313,163200,"<1H OCEAN"
5996,-117.73,34.09,30,2345,496,1897,454,2.4375,112100,"INLAND"
3892,-118.56,34.22,34,1599,294,819,306,4.3194,197000,"<1H OCEAN"
10714,-117.84,33.66,5,665,171,384,171,4.5833,230400,"<1H OCEAN"
19828,-119.4,36.55,19,3000,628,2202,590,2.5141,67400,"INLAND"
16332,-121.33,38.02,37,1964,315,915,335,4.3008,119800,"INLAND"
17481,-119.86,34.38,26,1626,375,1580,359,2.1471,187500,"NEAR OCEAN"
10495,-117.69,33.47,13,2020,378,679,290,5.756,305600,"<1H OCEAN"
5084,-118.29,33.98,42,2833,768,2542,725,1.3479,1e+05,"<1H OCEAN"
16129,-122.47,37.78,52,2388,507,1078,494,3.5221,443300,"NEAR BAY"
5242,-118.39,34.12,29,6447,1012,2184,960,8.2816,500001,"<1H OCEAN"
11526,-118.05,33.72,22,5416,1271,2260,1184,3.8038,174500,"<1H OCEAN"
19772,-122.17,39.92,16,1566,306,652,287,1.9038,60800,"INLAND"
17384,-120.41,34.96,9,2712,428,1116,415,4.5536,190100,"<1H OCEAN"
3962,-118.56,34.2,35,1770,362,1083,355,5.0483,221000,"<1H OCEAN"
5403,-118.44,34.03,25,2059,659,1349,588,3.2396,352400,"<1H OCEAN"
18825,-121.93,41.86,28,4225,835,1908,686,1.74,44000,"INLAND"
889,-121.94,37.56,15,5674,748,2412,714,8.3996,442900,"<1H OCEAN"
17022,-122.3,37.52,32,2297,347,871,342,8.1039,382200,"NEAR OCEAN"
15090,-116.92,32.8,33,1518,268,857,272,3.5586,160400,"<1H OCEAN"
17592,-121.9,37.3,39,3627,666,1531,635,4.537,345900,"<1H OCEAN"
9838,-121.9,36.61,29,3412,827,1574,759,2.9309,217100,"NEAR OCEAN"
18635,-121.99,37.05,19,2023,392,955,328,5.2486,353000,"NEAR OCEAN"
2004,-119.79,36.74,35,853,296,1228,289,1.0513,39600,"INLAND"
5037,-118.34,33.98,46,2126,409,1292,414,2.9315,149000,"<1H OCEAN"
115,-122.25,37.83,35,1613,428,675,422,3.4722,243100,"NEAR BAY"
8105,-118.22,33.79,28,3008,629,2537,596,2.3,137500,"NEAR OCEAN"
7287,-118.24,33.98,45,173,42,230,57,3.0724,110700,"<1H OCEAN"
17028,-122.29,37.51,35,3040,520,1374,518,6.1004,426400,"NEAR OCEAN"
4144,-118.19,34.12,41,2591,682,2366,583,2.3071,146400,"<1H OCEAN"
14638,-117.2,32.8,36,4018,1067,1620,842,2.3599,168400,"NEAR OCEAN"
8995,-118.36,33.99,43,2657,548,1145,524,4.1375,287100,"<1H OCEAN"
2638,-124.14,40.6,27,1148,206,521,219,4.025,128100,"NEAR OCEAN"
16080,-122.49,37.74,48,1186,213,487,207,3.8333,340800,"NEAR OCEAN"
15847,-122.43,37.75,40,4850,977,1824,952,5.0519,356100,"NEAR BAY"
8889,-118.49,34.03,31,4949,1293,1985,1244,4.252,436700,"<1H OCEAN"
12414,-116.22,33.74,26,4120,858,2918,815,3.3107,69400,"INLAND"
5362,-118.41,34.04,52,2113,332,800,327,11.1768,500001,"<1H OCEAN"
5422,-118.43,34.02,41,2403,516,1001,514,4.3906,500001,"<1H OCEAN"
10601,-117.8,33.68,8,2032,349,862,340,6.9133,274100,"<1H OCEAN"
7100,-117.98,33.91,16,10621,1782,3836,1480,5.0923,257200,"<1H OCEAN"
14346,-117.2,32.76,40,581,157,298,156,2.4,255000,"NEAR OCEAN"
17669,-121.88,37.32,45,2213,564,1920,514,3.2806,164200,"<1H OCEAN"
3399,-118.31,34.26,34,1797,363,948,363,4.1339,187300,"<1H OCEAN"
7231,-118.14,34.02,44,1715,460,1740,423,2.7019,153300,"<1H OCEAN"
3725,-118.42,34.18,27,3760,880,2022,812,3.1551,225600,"<1H OCEAN"
6931,-118.08,34.02,14,3789,810,2551,793,2.9321,144200,"<1H OCEAN"
8515,-118.32,33.9,36,1520,300,831,291,4.0473,212100,"<1H OCEAN"
11711,-120.16,39.14,21,2484,460,309,144,3.9722,127800,"INLAND"
17743,-121.78,37.31,7,1973,328,1047,303,6.234,292200,"<1H OCEAN"
10647,-117.77,33.6,33,247,80,167,70,3.7059,237500,"<1H OCEAN"
7710,-118.14,33.95,42,1413,228,630,219,6.8564,3e+05,"<1H OCEAN"
6602,-118.15,34.18,42,1521,320,1118,311,3.3125,154900,"<1H OCEAN"
15224,-117.25,33.05,16,2794,476,1387,442,4.3286,213400,"NEAR OCEAN"
2215,-119.85,36.84,12,2272,304,840,305,8.9669,213900,"INLAND"
16599,-120.93,35.76,11,8997,1698,1825,756,3.23,154300,"<1H OCEAN"
9734,-121.66,36.82,17,3921,654,1895,641,5.0092,238700,"<1H OCEAN"
18930,-122.14,38.05,27,3794,772,1756,724,3.2891,150600,"NEAR BAY"
18944,-122.04,38.28,12,3861,795,2129,806,3.676,135000,"INLAND"
16097,-122.5,37.76,46,1491,285,841,306,4.5329,278800,"NEAR OCEAN"
2018,-119.8,36.72,19,1334,336,1171,319,1.0481,48500,"INLAND"
15194,-117.04,33.03,16,2852,435,1083,448,6.3761,296200,"<1H OCEAN"
9538,-120.79,37.41,35,2436,466,1730,469,2.2071,85900,"INLAND"
7159,-118.16,34.04,22,2991,791,2486,754,1.5078,181900,"<1H OCEAN"
14688,-117.04,32.9,6,6525,826,3146,806,9.2858,436100,"<1H OCEAN"
11815,-121.11,38.95,14,3888,890,1830,844,1.8238,158600,"INLAND"
189,-122.24,37.79,39,1469,431,1464,389,2.1638,105500,"NEAR BAY"
11377,-117.96,33.68,24,6517,1279,3441,1198,4.25,152100,"<1H OCEAN"
9189,-117.86,34.24,52,803,267,628,225,4.1932,14999,"INLAND"
17194,-119.78,34.45,9,1830,353,1515,220,4.2109,450000,"NEAR OCEAN"
3574,-118.51,34.23,36,3324,448,1190,423,7.2772,477200,"<1H OCEAN"
5022,-118.33,33.99,44,1918,387,1041,364,2.8542,126500,"<1H OCEAN"
20354,-119.05,34.13,12,57,22,69,15,5.0066,275000,"NEAR OCEAN"
8785,-118.31,33.78,30,4573,819,2411,819,3.5804,383800,"<1H OCEAN"
12971,-121.32,38.68,25,1252,207,587,217,3.5893,146400,"INLAND"
15663,-122.43,37.81,39,3275,837,1137,725,3.7679,500001,"NEAR BAY"
18395,-121.87,37.27,18,3561,560,1753,553,5.0292,269400,"<1H OCEAN"
13357,-117.6,34.03,16,1499,232,918,239,5.5677,175400,"INLAND"
14292,-117.13,32.73,52,2676,557,1181,537,3.6058,213100,"NEAR OCEAN"
3646,-118.45,34.22,24,3442,1168,4625,1097,2.0699,183000,"<1H OCEAN"
13181,-117.74,33.97,4,9755,1748,4662,1583,5.6501,254900,"<1H OCEAN"
13395,-117.59,34.02,14,1463,261,881,245,4.7857,152500,"INLAND"
14036,-117.14,32.74,16,6075,1816,2592,1634,2.5553,178100,"NEAR OCEAN"
15804,-122.44,37.76,35,1581,422,580,388,4.05,423100,"NEAR BAY"
9178,-118.52,34.4,5,7748,1557,4768,1393,5.305,311200,"<1H OCEAN"
2300,-119.76,36.82,17,6932,1486,3056,1453,2.3375,99300,"INLAND"
16970,-122.31,37.54,42,1159,261,465,247,3.1842,352800,"NEAR OCEAN"
9573,-120.57,37.35,18,704,176,520,154,3.003,101300,"INLAND"
19219,-122.68,38.46,17,3201,527,1244,495,4.7143,202900,"<1H OCEAN"
574,-122.27,37.74,28,6909,1554,2974,1484,3.6875,353900,"NEAR BAY"
6153,-117.96,34.1,30,2775,657,2847,642,3.2266,141800,"INLAND"
18440,-121.83,37.24,23,2543,388,1297,385,5.9164,237400,"<1H OCEAN"
4764,-118.36,34.04,48,1769,429,993,405,2.3214,139400,"<1H OCEAN"
7044,-118.08,33.94,21,3933,949,2219,820,2.4926,171400,"<1H OCEAN"
14414,-117.24,32.78,44,2172,431,892,420,4.1742,342200,"NEAR OCEAN"
4692,-118.37,34.07,50,2519,NA,1117,516,4.3667,405600,"<1H OCEAN"
7116,-118.01,33.91,32,2722,571,2541,462,4.2305,221400,"<1H OCEAN"
3631,-118.42,34.22,29,1807,323,1234,310,5.3767,233000,"<1H OCEAN"
16118,-122.54,37.74,42,2006,415,1230,435,4.1786,271100,"NEAR OCEAN"
7226,-118.15,34.02,37,2344,631,2195,610,2.7022,151900,"<1H OCEAN"
15498,-117.24,33.11,10,3487,545,1410,557,6.0336,240300,"NEAR OCEAN"
16535,-121.2,37.78,4,58,29,79,29,3.375,106300,"INLAND"
6761,-118.12,34.1,34,2918,555,1435,568,4.2344,306300,"<1H OCEAN"
14702,-117.07,32.8,36,2028,349,820,352,3.9828,168900,"<1H OCEAN"
1195,-121.67,39.37,27,2599,502,1241,502,1.9943,86300,"INLAND"
7078,-117.99,33.94,34,1519,301,758,304,4.3125,214000,"<1H OCEAN"
5647,-118.29,33.75,37,1319,292,766,285,2.7031,218900,"NEAR OCEAN"
12279,-117.03,33.89,6,78,11,27,10,3.125,187500,"INLAND"
18847,-122.49,41.43,19,3689,644,1544,566,3.125,76100,"INLAND"
18311,-122.12,37.42,35,2445,533,1187,519,5.2803,362100,"NEAR BAY"
18033,-121.94,37.24,19,1741,294,632,279,5.5944,290500,"<1H OCEAN"
17855,-121.89,37.46,5,1519,186,705,186,10.3798,500001,"<1H OCEAN"
13959,-116.94,34.24,27,12342,2630,1300,566,1.998,153500,"INLAND"
6393,-118.05,34.14,39,2125,295,862,303,8.9728,500001,"INLAND"
7441,-118.2,33.94,44,1413,298,1200,307,3.5125,169300,"<1H OCEAN"
12493,-121.48,38.57,38,2809,805,1243,785,1.8512,114100,"INLAND"
6808,-118.1,34.09,44,2352,484,1517,463,4.2833,258000,"<1H OCEAN"
17990,-121.95,37.27,17,1330,271,408,258,1.7171,181300,"<1H OCEAN"
6618,-118.11,34.17,46,2837,592,1453,549,3.1115,234600,"INLAND"
10616,-117.8,33.67,4,3345,552,1525,539,6.7962,329100,"<1H OCEAN"
6226,-117.93,34.05,32,3055,623,1902,565,4.2926,190700,"<1H OCEAN"
10815,-117.95,33.63,27,2489,481,1082,443,5.8777,358800,"<1H OCEAN"
5606,-118.29,33.79,10,3708,1016,2855,948,2,165400,"<1H OCEAN"
18966,-122.03,38.26,25,4617,1046,2685,1011,2.9576,108500,"INLAND"
10898,-117.84,33.73,20,2572,732,1534,669,2.4211,175000,"<1H OCEAN"
10173,-117.98,33.86,25,1025,266,726,183,3.875,137500,"<1H OCEAN"
15848,-122.44,37.75,21,5457,1247,2304,1180,4.5469,409700,"NEAR BAY"
13954,-117.12,34.21,19,4641,994,1334,474,4.5972,123900,"INLAND"
17390,-120.45,34.97,10,1897,354,1353,357,3.7679,131300,"<1H OCEAN"
8339,-118.31,33.93,42,1173,201,602,186,5.5787,142000,"<1H OCEAN"
14313,-117.14,32.7,32,1280,353,1335,330,1.6023,77300,"NEAR OCEAN"
20600,-121.56,39.16,35,2157,441,1009,409,1.5827,63000,"INLAND"
16803,-122.42,37.66,41,2189,414,1063,409,4.7361,302600,"NEAR OCEAN"
5574,-118.3,33.86,35,1511,274,853,308,4.9792,251300,"<1H OCEAN"
13281,-117.65,34.1,44,2808,585,1444,550,2.7159,139300,"INLAND"
12441,-116.18,33.69,17,89,19,79,21,2.375,155000,"INLAND"
157,-122.24,37.81,52,2485,313,953,327,6.8591,352400,"NEAR BAY"
15852,-122.43,37.74,52,3328,653,1260,614,4.7437,331000,"NEAR BAY"
9421,-122.62,37.85,30,833,164,358,143,6.8198,493800,"NEAR OCEAN"
1941,-120.96,38.66,11,2339,436,1062,380,3.9036,180800,"INLAND"
1820,-122.32,37.94,47,1911,283,697,275,6.2712,267700,"NEAR BAY"
561,-122.24,37.76,52,1846,471,827,446,2.6833,240900,"NEAR BAY"
18397,-121.77,37.23,15,4713,769,2519,778,5.6958,253800,"<1H OCEAN"
18419,-121.83,37.27,14,2855,380,1420,383,6.6712,311500,"<1H OCEAN"
12701,-121.41,38.61,36,3099,605,1322,623,3.4784,105500,"INLAND"
14513,-117.16,32.91,5,1619,272,1063,296,6.0891,214600,"<1H OCEAN"
12535,-121.5,38.56,46,2646,645,1684,616,1.128,123100,"INLAND"
14618,-117.15,32.8,27,1937,537,1211,482,2.75,87500,"NEAR OCEAN"
20408,-118.88,34.2,23,4862,597,1938,594,7.3409,316000,"<1H OCEAN"
8208,-118.16,33.79,26,3061,844,2135,769,2.875,164000,"NEAR OCEAN"
9949,-122.33,38.21,33,2017,370,949,342,4.625,228600,"NEAR BAY"
5036,-118.34,33.99,48,2225,433,1170,401,2.9643,140400,"<1H OCEAN"
14000,-116.9,34.69,10,337,102,108,50,0.4999,55000,"INLAND"
16740,-122.43,37.71,24,4299,857,2249,788,4.6098,290400,"NEAR BAY"
18364,-122.11,37.31,7,189,26,84,29,13.8093,500001,"<1H OCEAN"
18003,-121.98,37.28,27,3526,589,1725,553,5.7812,275000,"<1H OCEAN"
10763,-117.88,33.65,24,4879,756,1777,754,5.9055,477300,"<1H OCEAN"
16177,-122.4,37.75,26,54,9,23,9,6.1359,225000,"NEAR BAY"
2383,-119.41,36.68,18,1802,332,945,292,3.4044,115300,"INLAND"
17360,-120.41,34.88,4,3680,559,1678,569,5.0639,201700,"<1H OCEAN"
8910,-118.48,34.03,19,902,284,414,272,1.3333,310000,"<1H OCEAN"
10927,-117.89,33.74,32,1562,365,2145,347,2.9167,158400,"<1H OCEAN"
